,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,description,mls,type,full_link,full_address,lat,long,city_district
698,"807 - 20 Scrivener Sq, Toronto (C4758774) | Zoocasa",934000,"$949,000",2,2,800–899 sq. ft.,1,"*Great Opportunity To Own In Sought-After Thornwood One Complex In High Demand Rosedale Community! *Efficient Floor Plan With 2 Bedrooms, 1.5 Bathrooms, Good Storage And Fireplace! * Well Managed Building With Excellent Concierge And Amenities! * Steps To Subway, Restaurants, Ravine And Summerhill Shops! *Walk Score 89!",C4758774,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6834169-807-20-scrivener-sq-toronto-on-m4w3x9-vow," 20 Scrivener Sq, Toronto , Ontario, Canada",43.6810704,-79.3897551,
699,"606 - 2121 Lake Shore Blvd, Toronto (W4758442) | Zoocasa",619000,"$619,000",2,2,800–899 sq. ft.,1,"Gorgeous Two Bedroom Waterfront Condo, Freshly Painted Featuring Hardwood Flooring Thru-Out. Enjoy Views Of The Lake & Beautifully Landscaped Courtyard, From 3 Separate Walk-Outs. Unique Floorplan Featuring Large Master Suite With Plenty Of Closet Space, 4Pc Ensuite & W/O To Large Tiled Balcony. Second Bedroom Features Stylish Frosted Pocket Doors With W/O To Private Balcony. Parking Spot Conveniently Located By Elevator & Car Wash.",W4758442,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6833423-606-2121-lake-shore-blvd-toronto-on-m8v4e9-vow," 2121 Lake Shore Blvd, Toronto , Ontario, Canada",43.6274471,-79.4783741,
700,"44 - 671 Huntingwood Dr, Toronto (E4758309) | Zoocasa",680000,"$588,000",3,2,1400–1599 sq. ft.,1,"One Of The Nicest Towns In The Area! Perfectly Situated In The Quietest Part Of The Subdivision. This Home Has Had Extensive Updates Including A Rare Fin. Bsmt W/ 3Pc Bath. Bright, Spacious & Open, W/ A Living Rm Ceiling That Feels Sky High. There's No Shortage Of Living Space Here! All The Amenities Plus 24Hr Ttc, Trails & Schools Are A Stones Throw Away. Equipped For Hot Water On Demand, Recently Painted & Backing On Green Space. This Home Is Turn Key.",E4758309,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6833258-44-671-huntingwood-dr-toronto-on-m1w1h6-vow," 671 Huntingwood Dr, Toronto , Ontario, Canada",43.7896982,-79.305256,
701,"814 - 2737 Keele St, Toronto (W4758208) | Zoocasa",291450,"$294,900",1,1,500–599 sq. ft.,1,"Beautiful 1 Bedroom Condominium Located Conveniently At 401 And Keele Street. Open Concept Living For Business Professional Or Young Couple Looking For First Home Or Low Maintenance Condominium. Amazing Unobstructed View To The South & Downtown Toronto Including The Cn Tower. Walking Distance To Shopping, Close To Humber River Hospital & Just 4 Minutes To Wilson Subway.",W4758208,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6833210-814-2737-keele-st-toronto-on-m3m2e9-vow," 2737 Keele St, Toronto , Ontario, Canada",43.72577889999999,-79.48075899999999,
702,"409 - 61 Richview Rd, Toronto (W4757334) | Zoocasa",535000,"$525,000",3,2,1400–1599 sq. ft.,1,"Top Of The Humber Condo! Bright Spacious 1430Sq.Ft. In The Heart Of Etobicoke -3 Large Bedrooms, With Walk-Out To Open Balcony. Two Bathrooms. Ttc & Community Bus At Door-Close To Hwy 401& 427, Wheelchair Access, Security Guard & Security System, Large Indoor & Outdoor Pool, Tennis Court, Library, Billiard Room, Workshop, Table Tennis, Child Safe. All On A 3.5 Acre Fenced Private Property. Maintenance Fee Includes All Utilities, Hydro, Water, Heat And Cable",W4757334,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6830614-409-61-richview-rd-toronto-on-m9a4m8-vow," 61 Richview Rd, Toronto , Ontario, Canada",43.683989,-79.516695,
703,"3802 - 5 St Joseph St, Toronto (C4756858) | Zoocasa",925000,"$938,000",1,2,700–799 sq. ft.,1,"Yonge/Bloor Stylish, Large Corner Suite W/Breathtaking Unobstructed Views~better Than Some 2 Bedrooms ~split Layout, Den Is Completely Separate Rm W/Large Window & Closet Used As 2nd Bedroom~2 Full Bathrooms ~ Floor To Ceiling Panoramic Windows In All Rooms ~9F Ceilings~wide Plank Engineering Flrs T/O. Large Balcony. Steps To Wellesley Subway, U Of T, Ryerson, Eaton Centre, Shopping, Museums & Rest. View Virtual Tour For More Unit, City Views & Blg Amenities.",C4756858,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6829248-3802-5-st-joseph-st-toronto-on-m4y0b6-vow," 5 St Joseph St, Toronto , Ontario, Canada",43.6657528,-79.3855792,
704,"5 Hyacinth Cres, Toronto (E4756769) | Zoocasa",797900,"$799,900",3,4,1500–2000 sq. ft.,2,"Beautiful 3 Bedrooms, 3 Bathrooms & Finished Basement Comes W/ Rec Room & Bathroom. Gleaming Oak Hardwood Throughout Main Floor & 2nd Floor. Modern Kitchen W/Granite Countertop & Back-Splash, Freshly Painted. W/O From Breakfast Area To Backyard & Interlocking In Backyard. New Roof (2018). Close To Amenities, Walking Distance To Schools, Ttc, Shopping & Parks. Mins To The Hospital, Uoft & Colleges. Must See!",E4756769,Semi-Detached,https://www.zoocasa.com/toronto-on-real-estate/6829233-5-hyacinth-cres-toronto-on-m1x1w6-vow,"5 Hyacinth Cres, Toronto , Ontario, Canada",43.8300005,-79.2369429,
705,"2204 - 15 Viking Lane, Toronto (W4756288) | Zoocasa",647000,"$649,000",2,2,800–899 sq. ft.,2,"Tridel Built Parc Nuvo Corner Unit With 2 Bdrm, 2 Bath, 2 Parking Spots And 1 Locker Overflowing With Natural Light! New Laminate Flooring, Paint And Custom Plaster Crown Moulding. Open Concept Kitchen With Island Featuring Breakfast Bar. Living Room W/10 Ft. Ceilings, Wired For Surround Sound, Lots Of Sun On The Open Balcony. Excellent Location Only Steps To Kipling Go & Subway, Shopping, Parks, And More!",W4756288,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6828177-2204-15-viking-lane-toronto-on-m9b0a4-vow," 15 Viking Lane, Toronto , Ontario, Canada",43.6389057,-79.5349871,
706,"29 Tilson Rd, Toronto (C4755596) | Zoocasa",2375000,"$2,499,000",4,5,3500–5000 sq. ft.,1,"Wow! Location, Location, Location! 4 Large Bedrooms, 5 Bathrooms Including A Master Ensuite, Family Room, Parking, 3000 Sq Ft Of Living Space Above Grade Plus 1045 In The Basement, All On The South Side Of The Best Street In Davisville Village. Tilson Is A Quiet Street With No Through Traffic Situated In The Middle Of The Community. Stroll To Great Shopping & Resto's On Mt Pleasant & Bayview, Maurice Cody Ps Is Only A Short 7-Minute Walk Away!",C4755596,Detached,https://www.zoocasa.com/toronto-on-real-estate/6826126-29-tilson-rd-toronto-on-m4s1p3-vow,"29 Tilson Rd, Toronto , Ontario, Canada",43.7039868,-79.38458949999999,
707,"1601 - 88 Harbour St, Toronto (C4755543) | Zoocasa",690000,"$499,000",1,1,500–599 sq. ft.,0,"Luxury 1 Bedroom + 1 Bath In Prestigious Harbour Plaza Residences. Large Wrap Around Balcony Overlooking Lake Views From Bedroom & Living Room. Connected To Toronto's Path -Walk To Downtown Core Without Stepping Outdoors. Indoor Direct Access To Union Station,Go Station,Longos,Winners, Air Canada Centre,Lcbo, Restaurants. Near Financial/Entertainment District, St. Lawrence Market. 24Hr Security, Gym Inc. Entry Level Price!",C4755543,Comm Element Condo,https://www.zoocasa.com/toronto-on-real-estate/6826063-1601-88-harbour-st-toronto-on-m5j0c3-vow," 88 Harbour St, Toronto , Ontario, Canada",43.6419035,-79.37911299999999,
708,"523 - 38 Howard Park Ave, Toronto (W4754182) | Zoocasa",1163000,"$1,195,000",2,3,1200–1399 sq. ft.,1,"Stunning, Luxury 2 Bedroom (+ Den That Easily Coverts To 3rd Bedroom), Open Concept Corner Unit. An Entertainer's Dream With 2 Ensuite Bathrooms, Powder Room, Enormous Kitchen W/ Sleek Caesarstone Counters & High-End Appliances, Custom Italian Shelving, Custom Closets, Beautiful Oak Engineered Hardwood Floors & Professional Soundproofing. Featuring 3 Terraces, Bbq & Gas Hookup, & Overlooking A Lovely Oak Tree. Roncy Living At Its Finest!",W4754182,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6822966-523-38-howard-park-ave-toronto-on-m6r0a7-vow," 38 Howard Park Ave, Toronto , Ontario, Canada",43.6518629,-79.4497602,
709,"22 Wishing Well Dr, Toronto (E4753565) | Zoocasa",900000,"$798,000",3,2,N/A sq. ft.,5,"Living In Style With Income! Newly Renovated Family Home Nestled In Prestigious Wishing Well Community. Modern Kitchen W/ Quartz Countertops. Crown Mounding W/ Custom Designed Lighting Fixtures, Designed Bathrooms, Sun-Filled Solarium Room, Updated Electrical Circuits. Separated Entrance To Professionally Finished Lower Level With Large Size Family Room And Two Bedrooms, Full Kitchen And Bathroom. Single Car Garage With Extra 5 Driveway Parking. Must See!",E4753565,Detached,https://www.zoocasa.com/toronto-on-real-estate/6820755-22-wishing-well-dr-toronto-on-m1t1j1-vow,"22 Wishing Well Dr, Toronto , Ontario, Canada",43.76973840000001,-79.3124107,
710,"201 - 101 Hammersmith Ave, Toronto (E4753125) | Zoocasa",825000,"$839,000",3,2,1000–1199 sq. ft.,1,"Fabulous End Unit In Boutique Beach Building. Open Concept Main Floor With 2Piece Bath, Coat Closet, Balcony Overlooking Queen St. & Lrg Terrace Facing Courtyard With South Exp. 2nd Flr Feat. Newer Hrdwd Flrs, King Size Master, 2nd Bed & 4Piece Bath. 3rd Flr Bed W Fireplace & Skylight - Keep As Is Or Use As Family Room/Office! Underground Parking & Locker. This Townhouse Has It All. Check Out The Virtual Tour. Steps To Queen St. & The Beach!",E4753125,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6819757-201-101-hammersmith-ave-toronto-on-m4e2w3-vow," 101 Hammersmith Ave, Toronto , Ontario, Canada",43.6708862,-79.2942705,
711,"1001 - 319 Merton St, Toronto (C4752746) | Zoocasa",630000,"$639,000",1,1,600–699 sq. ft.,1,"Rarely Offered, Exceptional Suite At ""The Domain"" Approx 656 Sf + Balcony. High Ceilings, Large Bdrm, Separate Den/Nursery/Office. Kitchen Features: New Cabinets, Back Splash, Quartz Counter (2019), Stainless Steel Appliances And Plenty Of Cabinet Storage. Bathroom Shower Tiles (2019). Enjoy The Amazing South View From The Balcony.",C4752746,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6819087-1001-319-merton-st-toronto-on-m4s1a7-vow," 319 Merton St, Toronto , Ontario, Canada",43.6977018,-79.38719429999999,
712,"16 Loretto Lane, Toronto (C4752076) | Zoocasa",1050000,"$1,060,000",3,2,1200–1399 sq. ft.,1,"Beautiful 3D Tour. Modern Town Living & Promising Investment. Subway Station. Annex. Yorkville. Uot & Colleges. Primary Hospitals. New Mirvish Development. Min To Harbour Front. Upscale Kitchen. Sleek Cabinetry. 6 Piece Build-In Appliances. Central Island W/T Wine Cellar. Stone Counters. 2 Full Bath. 2 Entrances. 24Hr Concierge, Gym, Wifi Lounge, Bicycle Stg. Pet Spa.",C4752076,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6816885-16-loretto-lane-toronto-on-m5s0a9-vow,"16 Loretto Lane, Toronto , Ontario, Canada",43.6644028,-79.41024519999999,
713,"70 Valley Centre Dr, Toronto (E4751951) | Zoocasa",960000,"$959,900",4,4,2500–3000 sq. ft.,4,"Beautiful,Open Spacious Detached 4 Bdrm 4 Washroom House,Den On Main Floor, Hardwood All Over Main Floor & 2nd Floor Hallway,Laminates In All Bdrms, Stainless Steel Appliances,Deck In Backyard,Basement Sauna Room And Bar. Newer Roof(2019), Kitchen Counter Top(Quartz 2019). Nice Huge Deck In Backyard,Backs On Greenbelt. Ravine Lot. Close To 401, School, Transit,Etc.",E4751951,Detached,https://www.zoocasa.com/toronto-on-real-estate/6816359-70-valley-centre-dr-toronto-on-m1x1h1-vow,"70 Valley Centre Dr, Toronto , Ontario, Canada",43.8240194,-79.2027935,
714,"1102 - 234 Albion Rd, Toronto (W4751940) | Zoocasa",382500,"$385,000",2,1,900–999 sq. ft.,1,"***Must See This Totally Renovated Unit With Maint Fee That Includes All Utilities ***New Laminated & Tiled Floorings**New Baseboards Thru-Out**Every Door Updated**New Light Fixtures**Freshly Painted** Kitchen Totally Renovated** Brand New Stainless Steel Appliances: Stove, Fridge, Dishwasher, Range Exhaust**Granite Counters & Breakfast Bar**New Sink**Back Splash**New 4Pc Bath**Ensuite Stacked Washer & Dryer**Maint Fee Includes Utilities*",W4751940,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6816347-1102-234-albion-rd-toronto-on-m9w6a5-vow," 234 Albion Rd, Toronto , Ontario, Canada",43.7212796,-79.5441153,
715,"5211 - 50 Old Kingston Rd, Toronto (E4751465) | Zoocasa",245000,"$259,000",2,1,700–799 sq. ft.,0,"Spacious 2 Bedroom Unit With Large Balcony Overlooking The Ravine. 55+ Building. Very Quiet Complex Overlooking A Wooded Ravine. Renovated Unit. Maintenance Fees Include Property Taxes, Cable, Hydro, Water And Heat! Walk To Shops At Morningside Crossings.",E4751465,Co-Op Apt,https://www.zoocasa.com/toronto-on-real-estate/6815468-5211-50-old-kingston-rd-toronto-on-m1e4y1-vow," 50 Old Kingston Rd, Toronto , Ontario, Canada",43.7758011,-79.18219719999999,
716,"61 Mossgrove Tr, Toronto (C4747865) | Zoocasa",2370000,"$2,588,000",5,5,3500–5000 sq. ft.,3,"Absolutely Spectacular Property. Backing & Siding Onto Mossgrove Park. Believe Me When I Say This Is 2 Houses In 1. Complete Privacy & No Neighbors. Pool Size Lot. Basement Walk Out W/An Elevator. This Home Features A Full Suite On The Lower Level That Feels Like A Separate Home. This Whole Home Is Completely Renovated W/An Open Concept Family & Kitchen Area Overlooking The Park. Main Flr Office. 5 Beds, Stunning Master Ensuite. Hardwood & Pot Lights Thru Out",C4747865,Detached,https://www.zoocasa.com/toronto-on-real-estate/6806039-61-mossgrove-trail-toronto-on-m2l2w2-vow,"61 Mossgrove Tr, Toronto , Ontario, Canada",43.7534877,-79.36536559999999,
717,"608 - 3233A Eglinton Ave, Toronto (E4747112) | Zoocasa",430000,"$425,000",2,2,1200–1399 sq. ft.,1,"Showstopper! Welcome Home To This Luxurious & Sunfilled 2 + 1 Newly Renovated Corner Unit! Apprx 1300 Sqft! New Flrs T/O. Eat In Kitchen, Open Concept Liv& Din Rm. Huge Master Bdrm W 4 Pc Ensuite & W/Thru Closet! Where Can You Get This Much Space In The City? Close To Go, Shops, Restaurants, Coffee & Grocery. Mins To Downtown! Resort Style Living With Endless Amenities!!! All Utilities Included! ***This Unit Won't Last*** See It And Fall In Love!!!",E4747112,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6804372-608-3233a-eglinton-ave-toronto-on-m1j3n6-vow," 3233A Eglinton Ave, Toronto , Ontario, Canada",43.7439538,-79.2126897,
718,"823 - 99 The Donway West, Toronto (C4746995) | Zoocasa",1360000,"$1,450,000",2,2,1400–1599 sq. ft.,2,"***An Exceptional Opportunity***One Of A Kind Custom Suite With Two Units Combined Totalling 1454 Sq Ft, Thousands Spent In Upgrades Incl:Custom Kitchen, Upgraded Appliances, Custom Island W/Waterfall Countertop & Backsplash, Custom Vanities & Sinks, Smooth Ceilings, 35 Potlights, Custom Drapes & Cove, Extra Soundproofing,2 Premium Pkg Spots, Largest Locker In Bldg & Much More! Den Cld Be 3rd Bdrm. This Bright & Spacious Unit Is Not To Be Missed...",C4746995,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6803841-823-99-the-donway-w-toronto-on-m3c0n8-vow," 99 The Donway West, Toronto , Ontario, Canada",43.73388910000001,-79.3467757,
719,"711 - 17 Zorra St, Toronto (W4744020) | Zoocasa",500000,"$509,900",1,2,500–599 sq. ft.,1,"Fantastic Location! Welcome To This 1 Bedroom And 2 Bathrooms One With Soaker Tub. Stunning Condo. Master Bedroom Comes With Private En-Suite. Open Concept - Living, Dining Room And Kitchen. One Underground Parking Spot + Storage Locker. Engineered Laminate Flooring Throughout, Granite Countertops And Backsplash Microwave Range Hood. Sun Shade Roller Blinds In Living Room And Blackout Roller Blinds In Bedroom.",W4744020,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6795957-711-17-zorra-st-toronto-on-m8z4z6-vow," 17 Zorra St, Toronto , Ontario, Canada",43.6212968,-79.521039,
720,"Th19 - 57 East Liberty St, Toronto (C4743705) | Zoocasa",890000,"$919,900",2,2,1000–1199 sq. ft.,1,"Priced To Go. Don't Miss Out! Rarely Offered 2 + Den Townhouse W/ Huge Terrace! 1160 Sq Ft, 1320 Total Sq Ft. Several Custom Upgrades Including Barn Door On Industrial Pull System, Oversized Centre Island W/ Quartz Counters, Tons Of Extra Storage, Professionally Painted. Den Can Easily Be 3rd Bedroom. Arguably One Of The Best Buildings In The Area With Full Amenities, 24 Hour Concierge Great Management. Fantastic Location Close To Everything!!",C4743705,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6795279-th19-57-east-liberty-st-toronto-on-m6k3r1-vow," 57 East Liberty St, Toronto , Ontario, Canada",43.6386318,-79.4129935,
721,"4002 - 21 Iceboat Terr, Toronto (C4743052) | Zoocasa",554200,"$557,500",1,1,500–599 sq. ft.,0,"Luxury 1 Bedroom,Perfect For Investors And First Time Buyers. Floor To 9Ft Ceiling Windows With Amazing City Skyline. The Breath-Taking View In The Spacious Bedroom. Open Concept. Hottest Location! Walking Distance To Financial/Entertainment District, Waterfront, New Restaurants, Shops.Steps To Ttc, Banks, Tim Horton's, Cn Tower, Luxury Amenities: 24 Hr Concierge, Gym, Indoor Pool, Spa, Games Room, Pet Spa, Squash/Racquet Court/Party/Meeting Room.",C4743052,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6793586-4002-21-iceboat-terr-toronto-on-m5v4a9-vow," 21 Iceboat Terr, Toronto , Ontario, Canada",43.6405535,-79.3971263,
722,"205 - 45 Strangford Lane, Toronto (E4740171) | Zoocasa",510000,"$499,900",2,2,800–899 sq. ft.,1,"Meet Your Match With This Beautiful 2 Br Townhome W An Open Concept Living, Dining & Kitchen Area That Makes The Perfect Place To Unwind, Enjoy Your Loved Tv Shows & Eat Your Favourite Meals. Fall In Love W The Spacious Bedrooms With Gleaming Laminate Floors. Brighten Up Your Morningand Enjoy The Peace & Quiet This Family Friendly Neighborhood Has To Offer As You Step Out In Your Very Own Balcony From Your Master Bed. Located Near Shops, Restaurants & More!",E4740171,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6787135-205-45-strangford-lane-toronto-on-m1l0e5-vow," 45 Strangford Lane, Toronto , Ontario, Canada",43.7099556,-79.2941878,
723,"6 Banton Rd, Toronto (C4738719) | Zoocasa",1680000,"$1,779,000",4,3,N/A sq. ft.,4,"Most Exquisite Clanton Park Offering! Completely Reno'd Farmhouse Chic Res. Total Priv On Lush 52 X 150 Treed Lot. Quiet & Child-Friendly St. Double Car Garage. Open Concept Main Fl Living Boasts Fam Rm, Dr, & Chefs Dream Kit W/Breakfast Bar, Center Island & W/Out. Reclaimed Wd Beams, Drs & Accents. Wide Plank Hw T/Out. Master W/H&H Closets & Ens. Sprawling Rear Yard Greenery & Deck Ideal For Entertaining. Steps To Schools, Parks & Shops W/In Walking Distance",C4738719,Detached,https://www.zoocasa.com/toronto-on-real-estate/6783769-6-banton-rd-toronto-on-m3h3h1-vow,"6 Banton Rd, Toronto , Ontario, Canada",43.74413939999999,-79.4431165,
724,"2 Blackdown Cres, Toronto (W4734510) | Zoocasa",1525000,"$1,548,000",3,3,N/A sq. ft.,4,"Fabulous Family Home, Featuring 3 Beautiful Bedrms, 2.5 Washrms, Master Bdrm W/Spalike Ensuite, Gourmet Kitchen W/Heated Floors, Skylight, W/O To Entertaining Deck, Elegant Living Rm W/Fireplace & Large Window, Impressive Dining Rm, Stunning Floors, Recreation Rm W/ Wet Bar, Office, Incredible Laundry Rm W/Heated Floors, Lots & Lots Of Storage, Manicured Landscaped Property, Situated On A Very Prestigious Street. Www.2Blackdown.Com",W4734510,Detached,https://www.zoocasa.com/toronto-on-real-estate/6773506-2-blackdown-cres-toronto-on-m9b5x6-vow,"2 Blackdown Cres, Toronto , Ontario, Canada",43.6690089,-79.552595,
725,"610 - 45 Carlton St, Toronto (C4731173) | Zoocasa",846000,"$859,000",2,2,1200–1399 sq. ft.,1,"Over $100K Spent On Professional Renovation In This Lovely, Spacious 2 + 1 Bdrm Suite With 1300 Ft2. Featuring Open Concept Lr/Dr Rms - Great Entertaining Space. Mod Kit Is A Cook's Delight W/Quartz Countertops, Glass Splash, Kraftmaid Custom Cabinetry & Quality Appls. Lg Master Suite Has Dressing Area, 2 Dbl Closets & Ensuite. Both Baths Are Reno'd With Glass Tiled Showers, Quartz Vanities, Porcelain Tile Flrs. In-Suite Storage, Great Bldg, 24 Hr Concierge.",C4731173,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6765772-610-45-carlton-st-toronto-on-m5b2h9-vow," 45 Carlton St, Toronto , Ontario, Canada",43.66141529999999,-79.3806632,
726,"38 Paperbirch Dr, Toronto (C4726072) | Zoocasa",2100000,"$2,288,800",4,4,N/A sq. ft.,4,"Unique, One Of A Kind, Sun-Filled & Cheerful Executive Residence On Huge Pie-Shaped Lot (12,500 Sq.Ft. Per Geowarehouse) & Park-Like Fenced-In Gorgeous Yard. Like Having Your Own Private Park. Exquisitely Renovated 3,580 Sq. Ft. (Total Living Space) Magazine-Worthy Hm W/Large Extensions. Ideal For Family & Entertaining. Open Concept, Generous Windows, Hi Ceilings, Quality Materials, Top Notch Finishes & Attn To Details. Bright W/O Lwr Lvl,Priv Patio And More.",C4726072,Detached,https://www.zoocasa.com/toronto-on-real-estate/6753591-38-paperbirch-dr-toronto-on-m3c2e7-vow,"38 Paperbirch Dr, Toronto , Ontario, Canada",43.7350346,-79.351682,
727,"73 Gardentree St, Toronto (E4724177) | Zoocasa",758000,"$785,000",4,2,1500–2000 sq. ft.,2,"Amazing 4 Bedroom, 2 Full Washroom Family Home, Ideal For 1st Time Buyers & Investors, 1 Minute Walk To Ttc On Morningside, Sir Wilfred Laurier Ci High Ranking School. Freshly Painted. Cozy L Shaped Family & Dining Room With Windows Overlooking The Front Yard. Good Size Kitchen With An Eat In Area. Attached Garage. Lower Level Finished, Open Recreation Area With A Dry Bar. Close To Major Retail Shopping, Trails, Lake, Guildwood Go Station",E4724177,Detached,https://www.zoocasa.com/toronto-on-real-estate/6749452-73-gardentree-st-toronto-on-m1e2g4-vow,"73 Gardentree St, Toronto , Ontario, Canada",43.7596984,-79.1831795,
728,"1504 - 2121 Lake Shore Blvd W, Toronto (W4718794) | Zoocasa",510000,"$480,000",1,1,600–699 sq. ft.,1,"Walk To The Lake!! Large One Bedroom Condo With Spacious Balcony And Open Concept Floor Plan. Great Waterfront Living At Voyageur With Its Many Resort Style Amenities Incl. Sky Lounge, Virtual Golf, Sauna, Gym, Indoor Pool, 24 Hour Concierge & Guest Suites. You Are Just Steps Away From The Lake, Waterfront Trails, Dining & Ttc. Minutes To High Park And Downtown. Great Opportunity Here To Add Your Own Decorating Touches! Don't Miss Out!",W4718794,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6737170-1504-2121-lakeshore-blvd-w-toronto-on-m8v4e9-vow," 2121 Lake Shore Blvd W, Toronto , Ontario, Canada",43.6274471,-79.4783741,
729,"810 - 3050 Ellesmere Rd, Toronto (E4714023) | Zoocasa",442000,"$439,000",2,2,800–899 sq. ft.,1,"Newly Renovated, Sun Filled West Facing Unit Over Looking The Ravine, Breathtaking Unobstructed View. The Very Clean And Spacious Apartment With Large Principal Rooms,Including An Enormous Masterbdrm With Ensuite And Walk/In Closet, 2 Full Bathrooms , In Sought After Area Seconds From University Of Toronto And Centennial College.",E4714023,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6726534-810-3050-ellesmere-rd-toronto-on-m1e5e6-vow," 3050 Ellesmere Rd, Toronto , Ontario, Canada",43.7859769,-79.197659,
730,"39 Romney Rd, Toronto (C4701098) | Zoocasa",1870000,"$1,999,000",5,4,2500–3000 sq. ft.,2,"Amzg 5 Bdm Centre Hall Armour Heights Home W/Bsmt & 2Storey Add'n. Feat Fam Size Gourmet Maple Eat In Kit Open To Large Fam Rm W/Gas F/P & W/O To Interlock Patio. Lr/Dr, Main Fl Lau Rm & Mudrm W/Gar Acc & Sep Side Ent. Mbr With W/O To Large Reno'd Balcony W/Glass Railing, Ensuite W/Steam Shower & Jacuzzi. Newly Reno'd L/L Nanny Suite W/ Sep Ent. Thousands Of $ Spent. Summit Heights Public School & Lyon Mackenzie District",C4701098,Detached,https://www.zoocasa.com/toronto-on-real-estate/6695429-39-romney-rd-toronto-on-m3h1h4-vow,"39 Romney Rd, Toronto , Ontario, Canada",43.7454176,-79.43439029999999,
731,"1 - 2357 Queen St E, Toronto (E4764575) | Zoocasa",841000,"$799,999",2,2,1200–1399 sq. ft.,1,"Welcome To Loft Living In The Beach! The Perfect Combination Of Style & Functionality.2 Bedroom/2 Bathroom,1200Sqft Of Open Concept Living Teeming With Natural Light. Entertain In The Open-Concept Kitchen W Quartz Countertop &S/S Appliances.Enjoy The Tranquil & Private Terrace Or Walk To The Beach In 5Mins. Direct Access From Queen Street To Your Front Door. No Lobby Or Elevator. This Space Has Been Transformed With A Meticulous And High Quality Renovation",E4764575,Condo Townhouse,https://www.zoocasa.com/toronto-on-real-estate/6849221-1-2357-queen-st-e-toronto-on-m4e1h2-vow," 2357 Queen St E, Toronto , Ontario, Canada",43.6722445,-79.2890139,
732,"123 Lake Cres, Toronto (W4764340) | Zoocasa",850000,"$799,000",3,1,1100–1500 sq. ft.,1,"Customize And Upgrade Your Dream Home In Highly Sought After Lakeside Community. Don't Miss This Amazing Opportunity To Own An Affordable Detached 2 Storey 3 Bedroom Home In Mimico. Steps To The Lake, Go Stn, Parks, Schools, Shops, Restaurants, Amenities, Mimico Village, San Remo Bakery, Etc. Short 10-15 Minute Commute To Downtown, Toronto. Incredible Value.",W4764340,Detached,https://www.zoocasa.com/toronto-on-real-estate/6848601-123-lake-cres-toronto-on-m8v1w2-vow,"123 Lake Cres, Toronto , Ontario, Canada",43.6057834,-79.4980917,
733,"55 Edwin Ave, Toronto (W4764279) | Zoocasa",1311000,"$1,100,000",3,3,N/A sq. ft.,1,"Simply Move Into This Beautiful 3 Bedroom Home! Thoughtfully Updated W/ Custom Millwork. The Spacious Eat-In Kitchen Is Bright With A Large Butcher Block Island And Built-In Wine Fridge. Quartz Counters And Farmers Sink Add Style & Warmth. Enjoy The Gas Fireplace & Open Concept Living/Dining Room. The Main Floor Powder Room Offers Convenience.The Family Rm Is The Perfect Place To Wind Down. A Short Walk To Junction Shops, Restaurants & Parks And Up Express.",W4764279,Att/Row/Twnhouse,https://www.zoocasa.com/toronto-on-real-estate/6848566-55-edwin-ave-toronto-on-m6p3z5-vow,"55 Edwin Ave, Toronto , Ontario, Canada",43.66335650000001,-79.4546618,
734,"1316 - 125 Western Battery Rd, Toronto (C4764005) | Zoocasa",595000,"$598,800",1,1,500–599 sq. ft.,0,"Welcome To The Tower At King West In Trendy Liberty Village, Bright, Clean & Spacious Unit. Functional Open Concept Design. Modern Gourmet Kitchen W/ Granite Counter Top, Breakfast Bar, Stainless Steel Appliances. Floor-To-Ceiling Windows, Beautiful Balcony. Amazing Building Amenities: Concierge, Exercise Room, Party/Meeting Room, Recreation Room, Security Guard,Visitor Parking, Roof-Top Terrace,Theatre Loung,Steps To Metro, Banks, Lcbo, Starbucks.Ttc At Door",C4764005,Condo Apt,https://www.zoocasa.com/toronto-on-real-estate/6848307-1316-125-western-battery-rd-toronto-on-m6k3r8-vow," 125 Western Battery Rd, Toronto , Ontario, Canada",43.63982499999999,-79.4164156,
